Date,Open,High,Low,Close,Volume,Adj Close
5/20/2013,81.5,82.95,78.25,78.85,817400,77.13
5/17/2013,82.75,83.45,80.4,81.6,977100,79.82
5/16/2013,81.65,84.8,81,82.85,2728800,81.04
5/15/2013,79.7,81.9,79.15,81.65,806000,79.87
5/14/2013,79.55,80.75,78.1,78.8,985800,77.08
5/13/2013,82.4,82.9,78.25,79.25,652400,77.52
5/10/2013,82.8,83.45,81.1,82.45,785800,80.65
5/9/2013,80.55,83.9,80.55,82.9,2082700,81.09
5/8/2013,83.8,83.9,80.2,80.7,1261600,78.94
5/7/2013,80,83.4,80,83,1228000,81.19
5/6/2013,78.2,80.1,77.15,79.55,1168700,77.82
5/3/2013,78.8,80.5,77.1,78.9,785500,77.18
5/2/2013,78,80.45,78,78.7,1452600,76.98
5/1/2013,78.65,78.65,78.65,78.65,0,76.94
4/30/2013,79.1,80.6,76.75,78.65,970400,76.94
4/29/2013,77.5,80,76.9,79.1,769300,77.38
4/26/2013,78.5,79.25,76.35,76.9,1206500,75.22
4/25/2013,77.7,78.8,75.75,78.05,3126400,76.35
4/24/2013,77.55,77.55,77.55,77.55,0,75.86
4/23/2013,82.6,83.6,76.5,77.55,2301000,75.86
4/22/2013,85,85.4,82,83,976400,81.19
4/19/2013,84.8,84.8,84.8,84.8,0,82.95
4/18/2013,83.15,85.7,83.15,84.8,987600,82.95
4/17/2013,85.2,86.3,82.45,84.15,894500,82.32
4/16/2013,81.5,85.7,81.3,84.6,857500,82.76
4/15/2013,82.8,84.4,81.15,81.95,946700,80.16
4/12/2013,82.6,83.45,81.7,82.75,670400,80.95
4/11/2013,82.1,83.85,80.5,82.85,851900,81.04
4/10/2013,78.35,82.9,77.4,81.75,850900,79.97
4/9/2013,80.1,81.85,78.1,78.95,1421900,77.23
4/8/2013,78,80.25,77.5,79.7,556400,77.96
4/5/2013,74.95,79.65,74.45,78.2,1227000,76.5
4/4/2013,77,77.45,74.15,74.8,588700,73.17
4/3/2013,80.45,81.7,77.15,77.85,619500,76.15
4/2/2013,80,80.9,79.1,80.45,459900,78.7
4/1/2013,77.2,79.85,76.75,79.6,561000,77.86
3/29/2013,77.35,77.35,77.35,77.35,0,75.66
3/28/2013,73.5,78,72.1,77.35,943900,75.66
3/27/2013,73.6,73.6,73.6,73.6,0,72
3/26/2013,74.6,75.65,73.25,73.6,648900,72
3/25/2013,75.9,77.1,74.15,75.7,1058800,74.05
3/22/2013,75.5,76.5,72.55,75.4,885900,73.76
3/21/2013,78.8,79.1,75.95,76.3,890100,74.64
3/20/2013,78.05,78.9,76.4,77.8,903000,76.1
3/19/2013,79.8,79.95,76.8,78.35,1151600,76.64
3/18/2013,81.05,81.05,78.6,79.45,881700,77.72
3/15/2013,82.4,83.75,80.5,80.9,955300,79.14
3/14/2013,80.5,82.9,79.4,82.45,1169500,80.65
3/13/2013,82.55,83.7,79.8,80.5,792800,78.75
3/12/2013,83,84.25,82.2,83.3,884600,81.48
3/11/2013,83,84.95,81.95,82.4,960700,80.6
3/8/2013,82.75,83.8,81.25,82.6,819200,80.8
3/7/2013,83.7,84.15,81.15,82.75,882400,80.95
3/6/2013,83.3,84.7,80.85,83.7,1079600,81.88
3/5/2013,75.7,83.3,75.2,82.3,1542100,80.51
3/4/2013,76,76.75,74.5,75.55,740600,73.9
3/1/2013,76,77.5,75.2,76.05,786000,74.39
2/28/2013,78.45,82,73.3,74.5,2724100,72.88
2/27/2013,77.3,79,76.15,78.25,1073900,76.54
2/26/2013,80.3,80.3,76.35,76.85,1063200,75.17
2/25/2013,85.25,85.5,78.15,80.35,1052600,78.6
2/22/2013,85.25,86.2,84.45,85.15,485200,83.29
2/21/2013,87.5,87.5,84.3,85.45,780300,83.59
2/20/2013,88,88.6,86.65,87.7,504400,85.79
2/19/2013,87.5,87.9,85.65,87.6,644000,85.69
2/18/2013,86.95,88,86,87.2,589100,85.3
2/15/2013,85.05,87.4,83.05,86.9,874700,85.01
2/14/2013,91.15,91.7,84.45,85.3,1163300,83.44
2/13/2013,91.9,93.9,90.5,91.15,615200,89.16
2/12/2013,92.45,93.2,90.5,91.65,641200,89.65
2/11/2013,89.7,92.5,88.9,91.85,1102600,89.85
2/8/2013,91.25,91.55,88.9,89.3,562600,87.35
2/7/2013,91.65,92.65,88.9,89.45,652500,87.5
2/6/2013,92.6,93.25,91,91.9,517900,89.9
2/5/2013,92.4,93,90.65,92.5,739300,90.48
2/4/2013,94.85,94.95,91.6,92.1,426000,90.09
2/1/2013,94,95.75,93.55,94.15,482000,92.1
1/31/2013,95.45,96.5,93.35,94.3,1295100,92.24
1/30/2013,92.95,96.2,89.6,95.15,4484500,93.08
1/29/2013,93.05,94.9,92,92.5,621500,90.48
1/28/2013,92.2,94.7,87.35,93,669500,90.97
1/25/2013,92.6,94.2,91,93.8,1041900,91.76
1/24/2013,95.55,95.75,91.05,92.15,1011700,90.14
1/23/2013,97.8,97.9,94.35,95.55,876600,93.47
1/22/2013,97.95,98.9,95.9,96.5,985400,94.4
1/21/2013,97.05,98.8,96.3,97.9,1310600,95.77
1/18/2013,99,101.5,96.05,96.4,1755800,94.3
1/17/2013,100,100.75,97.3,98.4,1862500,96.26
1/16/2013,104.75,107.6,99.2,99.85,3958400,97.67
1/15/2013,102.5,105.25,102,103.85,971300,101.59
1/14/2013,103,104,100.75,102.8,1254800,100.56
1/11/2013,102.9,105.2,102.5,102.85,995900,100.61
1/10/2013,104.35,104.75,102.45,103.45,734200,101.2
1/9/2013,104.25,105.8,103.3,103.8,1061300,101.54
1/8/2013,105,105.85,102.85,104.25,1252300,101.98
1/7/2013,104.95,106.8,104,105.4,1440900,103.1
1/4/2013,104.15,106.1,104,105.3,1528100,103
1/3/2013,105.5,106,103.35,104.5,1410100,102.22
1/2/2013,103,105.95,102.55,105.25,2597800,102.96
1/1/2013,101.6,102.7,100.7,101.65,1077100,99.43
12/31/2012,100.95,101.8,99.65,100.05,1058300,97.87
12/28/2012,101.4,101.4,99.1,100.95,2231000,98.75
12/27/2012,99,103.45,98.3,101.4,7839500,99.19
12/26/2012,92.95,100.3,92.95,99.95,7420100,97.77
12/25/2012,92.1,92.1,92.1,92.1,0,90.09
12/24/2012,93.5,94.2,91.75,92.1,626800,90.09
12/21/2012,95.75,95.8,92.7,93.3,725700,91.27
12/20/2012,95.95,97.7,95.5,96.1,1240200,94.01
12/19/2012,96.5,97.95,95.5,96.15,2782200,94.05
12/18/2012,93.4,96.6,91.85,96.3,2466100,94.2
12/17/2012,91,93.5,90.85,93.15,1471600,91.12
12/14/2012,89.45,91.6,88.6,91.2,1363600,89.21
12/13/2012,94.7,94.7,89,89.35,1753200,87.4
12/12/2012,89.7,93.75,89.7,93.1,1979500,91.07
12/11/2012,90.5,91.65,88.25,89.95,890900,87.99
12/10/2012,93,93,89.2,90.05,1479400,88.09
12/7/2012,94.05,94.4,91.75,92.6,1228800,90.58
12/6/2012,92.85,94.1,91.85,93.3,1118400,91.27
12/5/2012,91.25,93.55,90.1,92.85,1576600,90.83
12/4/2012,92,92.6,89.7,91.15,1369800,89.16
12/3/2012,90.45,92.6,89.55,91.7,1658300,89.7
11/30/2012,90.4,90.9,88.2,90,1390800,88.04
11/29/2012,86.8,90.2,86.8,89.75,2219600,87.79
11/28/2012,86.9,86.9,86.9,86.9,0,85.01
11/27/2012,86.35,87.45,84.95,86.9,2551800,85.01
11/26/2012,82.85,84.95,82,84.65,1139700,82.8
11/23/2012,83.25,83.9,82.35,82.85,523700,81.04
11/22/2012,84.05,84.8,82.4,83.2,692700,81.39
11/21/2012,82.9,84.45,80.8,83.95,1314800,82.12
11/20/2012,85.05,85.85,82.2,82.75,1104600,80.95
11/19/2012,85.55,86.7,83.5,84.85,1222800,83
11/16/2012,86.4,88.45,84.8,85.5,1436400,83.64
11/15/2012,85.55,87.45,85.2,86.7,1204900,84.81
11/14/2012,86.5,86.5,86.5,86.5,0,84.61
11/13/2012,86.5,86.5,86.5,86.5,0,84.61
11/12/2012,83.5,87,81.85,86.5,2459200,84.61
11/9/2012,84.2,84.85,82.8,83.45,869000,81.63
11/8/2012,82.5,84.75,82,84.35,1434300,82.51
11/7/2012,83,84.35,82.7,83.55,666600,81.73
11/6/2012,82.35,83.9,81.75,83.15,826200,81.34
11/5/2012,84.35,84.85,81.8,82.35,920200,80.56
11/2/2012,83.5,85.3,83.5,84.35,1866500,82.51
11/1/2012,81.65,83.8,80.65,83.4,1217200,81.58
10/31/2012,82.25,82.6,79.8,81.55,1308100,79.77
10/30/2012,83.15,84,81.2,82.15,1604500,80.36
10/29/2012,81.5,84.15,81.5,83.15,1970600,81.34
10/26/2012,81.55,81.55,81.55,81.55,0,79.77
10/25/2012,78,82.8,76.8,81.55,2937800,79.77
10/24/2012,78,78,78,78,0,76.3
10/23/2012,79.25,80.25,76.7,78,4500000,76.3
10/22/2012,79.05,79.25,77.3,78.5,775200,76.79
10/19/2012,77.5,79.85,77.1,79.1,2150400,77.38
10/18/2012,76,77.9,75.7,77.15,1350400,75.47
10/17/2012,73.95,76.7,73.95,75.85,690000,74.2
10/16/2012,76,76.7,73,73.85,611000,72.24
10/15/2012,76.5,76.95,74.5,75.75,609000,74.1
10/12/2012,77.9,78.7,76,76.65,976500,74.98
10/11/2012,76.75,78.5,75.35,77.8,968100,76.1
10/10/2012,77.5,78.35,75.4,76.7,1405600,75.03
10/9/2012,77.5,78.8,77.3,77.75,962900,76.06
10/8/2012,78,78.8,76.75,77.25,1338600,75.57
10/5/2012,80.5,81.4,76.7,78.4,1379300,76.69
10/4/2012,81.9,82.7,80.2,80.5,1096400,78.75
10/3/2012,82.2,82.95,80.65,81.55,1300000,79.77
10/2/2012,82.2,82.2,82.2,82.2,0,80.41
10/1/2012,80,83.4,79.85,82.2,1830200,80.41
9/28/2012,79.65,82,79.25,79.9,2022300,78.16
9/27/2012,78.45,80.2,77.1,78.65,2811800,76.94
9/26/2012,79.25,80.3,78.05,78.4,2670300,76.69
9/25/2012,74.45,79.65,73.8,79,3473400,77.28
9/24/2012,75,77.05,73.8,74.45,1485400,72.83
9/21/2012,71.95,75.7,71.95,75.1,3144300,73.46
9/20/2012,72.4,72.4,70.7,71.65,1085100,70.09
9/19/2012,72.85,72.85,72.85,72.85,0,71.26
9/18/2012,74.55,74.75,72.3,72.85,1076000,71.26
9/17/2012,72,74.75,71.55,74.1,2615600,72.48
9/14/2012,71,72.35,70,71,1599300,69.45
9/13/2012,67.5,70.5,66.6,70.25,1844900,68.72
9/12/2012,68.2,68.9,66.85,67.35,1029500,64.9
9/11/2012,67,68.65,66.75,68.1,962500,65.63
9/10/2012,67.25,67.7,66.3,66.95,622100,64.52
9/7/2012,66.25,67.5,66,66.8,1315600,64.37
9/6/2012,66.5,67,64.8,66.1,1134200,63.7
9/5/2012,64.8,66.8,64.05,66.45,954700,64.04
9/4/2012,63.65,65.4,62.3,64.8,1381800,62.45
9/3/2012,74.15,74.15,62.8,63.4,1279900,61.1
8/31/2012,62,64.8,61.35,62.45,1858500,60.18
8/30/2012,60.45,65.95,58.9,64.95,1868800,62.59
8/29/2012,63.35,63.55,60.1,60.45,1641900,58.25
8/28/2012,65.95,66,61.45,63.3,1264000,61
8/27/2012,67.5,68.1,65,65.85,977800,63.46
8/24/2012,68.6,68.85,67.35,67.75,864500,65.29
8/23/2012,69.1,69.75,68,68.6,730500,66.11
8/22/2012,69.95,70.3,68.85,68.95,775200,66.45
8/21/2012,69.95,71.25,69.35,69.95,920800,67.41
8/20/2012,69.85,69.85,69.85,69.85,0,67.31
8/17/2012,71.6,72.2,69.15,69.85,893900,67.31
8/16/2012,72,72.75,71,71.5,1118000,68.9
8/15/2012,71.35,71.35,71.35,71.35,0,68.76
8/14/2012,69.35,71.8,69.25,71.35,1000400,68.76
8/13/2012,69,69.75,68.35,69.4,515800,66.88
8/10/2012,68.7,69.7,68.2,68.9,784500,66.4
8/9/2012,70.7,71.35,68.4,69.1,1183000,66.59
8/8/2012,71.65,72.15,70.15,70.65,589300,68.08
8/7/2012,72.4,72.4,70.3,71.35,664500,68.76
8/6/2012,72.05,73.15,71.2,71.6,782800,69
8/3/2012,70.55,72.75,70.15,71.85,901700,69.24
8/2/2012,72,72.3,70.35,71.2,688500,68.61
8/1/2012,71.95,72.75,71,72.25,776000,69.63
7/31/2012,71.55,72.4,69.8,71.75,849700,69.14
7/30/2012,69.6,71.45,68.25,71.05,755600,68.47
7/27/2012,70.75,71.85,68.15,69.25,1003000,66.73
7/26/2012,70.45,72.95,67,69.95,3595800,67.41
7/25/2012,72.2,72.85,70.2,71.7,1046800,69.1
7/24/2012,71,73.05,71,72.15,490200,69.53
7/23/2012,73.6,73.6,71.55,72.3,1186000,69.67
7/20/2012,73.9,74.75,72.7,73.6,781800,70.93
7/19/2012,74.95,75.6,73.4,73.9,731300,71.22
7/18/2012,73.8,74.6,72.1,74.3,1220100,71.6
7/17/2012,76,81,73.3,73.65,1251800,70.97
7/16/2012,75.5,76.7,74.75,75.9,1148700,73.14
7/13/2012,76,77.4,74.55,74.95,1259900,72.23
7/12/2012,76,76.4,74.6,75.35,947000,72.61
7/11/2012,77.85,79,76.2,76.65,857700,73.87
7/10/2012,76.75,78.6,76.5,78.2,910600,75.36
7/9/2012,77.5,77.95,75.75,76.6,1179000,73.82
7/6/2012,80.6,80.75,78.5,79,1071800,76.13
7/5/2012,79.95,81.8,79.8,80.6,1996600,77.67
7/4/2012,76.25,80.4,76.25,79.4,2434900,76.52
7/3/2012,76.5,77.5,75.65,76.5,1525000,73.72
7/2/2012,74.4,77.9,74.4,76.2,3154800,73.43
6/29/2012,72.7,74.3,72.7,73.95,1042200,71.26
6/28/2012,72,73.5,71.5,72.55,1240200,69.91
6/27/2012,71.5,72.7,71.25,72.05,913500,69.43
6/26/2012,71.1,72.55,71.1,71.75,1058300,69.14
6/25/2012,71.75,73.2,70.3,70.9,1100000,68.32
6/22/2012,70.75,72.3,69.8,71.45,1365500,68.85
6/21/2012,70.7,71.95,69.8,70.9,1735400,68.32
6/20/2012,68.65,71.75,68,70.75,2525200,68.18
6/19/2012,69.9,71.1,68.3,68.65,1955100,66.16
6/18/2012,74.5,75.2,70.1,70.7,1560200,68.13
6/15/2012,75.3,75.85,73.3,73.95,1051000,71.26
6/14/2012,76,77.15,74.5,75,914900,72.28
6/13/2012,75.5,77.2,75.1,76.3,1680300,73.53
6/12/2012,73.05,76.6,73.05,76.2,1136000,73.43
6/11/2012,76.05,77.8,74.65,75.25,1680800,72.52
6/8/2012,75.1,76.2,74.05,75.75,1412700,73
6/7/2012,75.3,75.75,73.7,75.1,1321900,72.37
6/6/2012,71.75,74.95,71.75,74.45,1691300,71.75
6/5/2012,73.6,73.8,70.5,71.6,2155300,69
6/4/2012,70.75,74.2,70.3,72.75,2181200,70.11
6/1/2012,77.7,78,71.3,71.7,1431400,69.1
5/31/2012,77.3,78.75,76.8,77.5,1050900,74.69
5/30/2012,78,79.25,76.85,78.4,2024800,75.55
5/29/2012,77.55,78.15,76.1,77.45,1382500,74.64
5/28/2012,76.15,77.6,75.95,77.05,1006900,74.25
5/25/2012,75.65,76.8,74.4,76.05,1104600,73.29
5/24/2012,74.75,75.95,73.1,75.55,1404900,72.81
5/23/2012,75.95,75.95,74.15,74.6,1363400,71.89
5/22/2012,75,76.3,74.2,75.5,1493600,72.76
5/21/2012,71,74.65,70.05,74.05,1996900,71.36
5/18/2012,70.5,71.4,68.25,70.9,2045000,68.32
5/17/2012,73.5,74.9,69.8,70.6,1823200,68.04
5/16/2012,74.2,74.5,72.1,73,1354600,70.35
5/15/2012,73.5,75.25,72.55,74.85,2050500,72.13
5/14/2012,77,77.85,73.25,73.95,1775500,71.26
5/11/2012,77.8,78.55,74.35,76.65,2486000,73.87
5/10/2012,77,79.9,75.85,78.05,6580100,75.22
5/9/2012,88.95,90.7,75.85,77.2,13066600,74.4
5/8/2012,89.95,92.9,88.4,89.05,6660600,85.82
5/7/2012,84.2,89.8,83.15,89.15,2815100,85.91
5/4/2012,89.4,90.1,85.1,85.85,3656500,82.73
5/3/2012,85.5,90.4,83.15,89.85,5741000,86.59
5/2/2012,87.5,88,85.2,85.8,1520700,82.68
5/1/2012,86.9,86.9,86.9,86.9,0,83.74
4/30/2012,86,87.65,85.5,86.9,3360700,83.74
4/27/2012,82.1,83.75,81.15,82.6,1461500,79.6
4/26/2012,81.95,82.9,80.8,81.35,1622700,78.4
4/25/2012,83.45,83.45,80.5,81.65,1457400,78.68
4/24/2012,82.5,83.5,81.25,83.05,934900,80.03
4/23/2012,81.95,84.85,81.7,82.1,2303300,79.12
4/20/2012,83.45,83.6,81.05,81.95,1153600,78.97
4/19/2012,83.35,84.4,82.3,83.6,957200,80.56
4/18/2012,84.8,85.3,82.5,83.15,1406400,80.13
4/17/2012,83.45,84.1,81.55,83.6,1731100,80.56
4/16/2012,80.2,83.4,80.2,82.95,1132400,79.94
4/13/2012,84.6,85.9,80.75,81.25,2289400,78.3
4/12/2012,82.1,84.65,82.1,84.1,1757100,81.05
4/11/2012,82.35,83.9,81.5,82.1,1298800,79.12
4/10/2012,81.5,83.8,80.15,82.95,1873800,79.94
4/9/2012,83,83.4,80.3,81.1,1476000,78.15
4/6/2012,83.25,83.25,83.25,83.25,0,80.23
4/5/2012,83.25,83.25,83.25,83.25,0,80.23
4/4/2012,83.75,84,82.05,83.25,1132400,80.23
4/3/2012,83.55,85.35,83.25,83.75,1366800,80.71
4/2/2012,83,84.75,82.1,82.9,1975400,79.89
3/30/2012,80,82.9,80,82.4,1590500,79.41
3/29/2012,78.4,80.25,77.1,79.85,2060900,76.95
3/28/2012,82.5,83.35,78.15,79.25,2424300,76.37
3/27/2012,82.9,83.7,80.9,82.8,1721900,79.79
3/26/2012,85,85,81,81.7,1675200,78.73
3/23/2012,83.4,85.9,82.4,84.5,2417400,81.43
3/22/2012,89.45,90.8,81.5,82.75,4912200,79.74
3/21/2012,84.55,89,83.8,88.6,3306200,85.38
3/20/2012,82.5,84.9,82.5,84.4,1364200,81.33
3/19/2012,83.6,85.1,81.7,82.15,1542400,79.17
3/16/2012,85,86.9,81.25,82.95,2604600,79.94
3/15/2012,85.8,88.5,84.75,85.65,2873900,82.54
3/14/2012,90.4,91.05,85.3,86,3344200,82.88
3/13/2012,85.8,89.9,85.1,88.9,3709800,85.67
3/12/2012,83.9,87.6,83.9,84.75,1762100,81.67
3/9/2012,85.4,86.95,84.95,85.55,1162300,82.44
3/8/2012,87.6,87.6,87.6,87.6,0,84.42
3/7/2012,82.15,85.5,80.5,84.05,3059400,81
3/6/2012,85.55,88.4,81.7,82.75,2278600,79.74
3/5/2012,86,91,85,86.5,2912800,83.36
3/2/2012,87.9,89.65,85.9,88.6,3163000,85.38
3/1/2012,86.5,88.35,84.1,87.6,3284300,84.42
2/29/2012,85,88.9,83.5,86.4,6075800,83.26
2/28/2012,81.5,85.7,81,85.25,4768000,82.15
2/27/2012,78.55,81.7,76.4,80.5,7529000,77.58
2/24/2012,85,86.3,77.2,79.3,7680300,76.42
2/23/2012,88,88.35,82.8,84.65,4560700,81.58
2/22/2012,97.05,98.95,86.5,87.8,3236900,84.61
2/21/2012,100,100.6,96.35,97.3,2787200,93.77
2/20/2012,99.15,99.15,99.15,99.15,0,95.55
2/17/2012,101.5,102.95,98.4,99.15,2041900,95.55
2/16/2012,99.7,103.35,99.7,101.15,2880400,97.48
2/15/2012,102,103.25,98.15,99.9,4728700,96.27
2/14/2012,102.75,104.85,100.65,101.45,2149800,97.77
2/13/2012,102.3,107.25,99.2,103.1,9546000,99.36
2/10/2012,97.1,103,95.25,101.9,5592600,98.2
2/9/2012,91,97.2,89.1,96.6,2900500,93.09
2/8/2012,89.6,92.9,89.1,91.65,1884400,88.32
2/7/2012,93,94.3,89.1,89.75,1618700,86.49
2/6/2012,96.7,96.95,91.65,92.7,1945300,89.33
2/3/2012,91.9,96.75,90.5,95.95,2438500,92.47
2/2/2012,95.85,96.2,91.25,91.9,1834900,88.56
2/1/2012,96.5,97.75,93.75,95.1,1911600,91.65
1/31/2012,92.1,96.95,92.1,96.5,2381400,93
1/30/2012,94.5,96.45,91.4,91.9,2420500,88.56
1/27/2012,89,94.85,88.1,93.75,4296700,90.34
1/26/2012,87.8,87.8,87.8,87.8,0,84.61
1/25/2012,89.8,89.8,87.25,87.8,1184800,84.61
1/24/2012,88.3,90.4,86.5,88.55,1624600,85.33
1/23/2012,90,90.3,87.1,88.15,943300,84.95
1/20/2012,91.5,91.9,88.2,89.85,1164700,86.59
1/19/2012,88.5,91.9,87.7,90.95,1991900,87.65
1/18/2012,89.4,90.9,86.55,88.65,2076500,85.43
1/17/2012,88.25,89.7,80,89.05,1933700,85.82
1/16/2012,86.4,89.65,85.6,88.7,2875600,85.48
1/13/2012,81.5,87.75,81,86.45,2333000,83.31
1/12/2012,83,83.4,79.6,81.15,1087800,78.2
1/11/2012,79.5,83.95,79.15,82.4,3733500,79.41
1/10/2012,75.9,78.9,75.15,78.3,1731100,75.46
1/9/2012,75.25,76.9,73.55,76.2,2032500,73.43
1/6/2012,70.8,74.85,68.6,74,3124400,71.31
1/5/2012,69.7,71.45,69.4,70.4,1031000,67.84
1/4/2012,69.5,71.25,68.55,69.7,2064500,67.17
1/3/2012,65.5,69.55,65.5,69.15,1765200,66.64
1/2/2012,67,67.55,63.6,64.9,2017000,62.54
12/30/2011,67.4,68.9,66,66.75,1191600,64.33
12/29/2011,66.8,69.2,65.15,66.8,1733500,64.37
12/28/2011,69.5,69.6,66.05,67.25,1119800,64.81
12/27/2011,73,73.6,69.05,69.75,1244300,67.22
12/26/2011,71.6,73.5,70.75,72.95,853700,70.3
12/23/2011,74,74.85,70.5,71.3,1030100,68.71
12/22/2011,72,74.65,70.8,73.5,1495300,70.83
12/21/2011,71,73.5,70.15,72.85,1991600,70.2
12/20/2011,70.3,72.7,68.25,70.3,2558600,67.75
12/19/2011,68.05,71.25,66.15,70.3,2473100,67.75
12/16/2011,77,78.3,67.5,69.05,2532900,66.54
12/15/2011,78,78,74.5,76.75,1661600,73.96
12/14/2011,80,82.65,78.25,78.9,2276000,76.03
12/13/2011,80,81.2,77.85,79.8,2218500,76.9
12/12/2011,82,84.3,80.15,80.55,1411000,77.62
12/9/2011,83.05,84.25,81.5,82.5,2106600,79.5
12/8/2011,90.2,90.7,84.15,84.8,2478100,81.72
12/7/2011,86.6,91.15,86.3,90.05,4834300,86.78
12/6/2011,85.6,85.6,85.6,85.6,0,82.49
12/5/2011,84,86.7,84,85.6,1381200,82.49
12/2/2011,83.4,85.25,82.1,84.85,1670500,81.77
12/1/2011,85,86.9,82.75,83.55,1395500,80.52
11/30/2011,83.8,84.8,80.25,83.1,2222100,80.08
11/29/2011,87.35,88,83.55,84.45,1828900,81.38
11/28/2011,88,89.1,85.25,86.85,2414600,83.7
11/25/2011,87,90.75,85.55,86.4,4105100,83.26
11/24/2011,83.95,88.2,81.05,87.15,4029000,83.98
11/23/2011,85.8,85.95,82.55,83.15,1365200,80.13
11/22/2011,89.2,90.85,85.3,86.4,2343800,83.26
11/21/2011,89.8,93.4,87.85,89.2,3869800,85.96
11/18/2011,85,91.45,84.65,90.2,3287900,86.92
11/17/2011,88.65,88.7,84.25,85.1,1980900,82.01
11/16/2011,89,90.4,83.6,88.45,3425300,85.24
11/15/2011,96.5,97.95,88.6,89.2,3861900,85.96
11/14/2011,103,103.5,96.5,96.9,1366900,93.38
11/11/2011,101,103.65,100,102.4,1282000,98.68
11/9/2011,108,108.4,101.15,101.65,1610300,97.96
11/8/2011,107.1,109,107,107.65,1204600,103.74
11/4/2011,107.6,108.45,106.55,107,873000,103.11
11/3/2011,106.5,107.8,105.55,106.7,1390500,102.82
11/2/2011,105.85,109.4,104.75,106.7,3136100,102.82
11/1/2011,109,111.15,105.65,106.95,2515600,103.07
10/31/2011,107.7,111.15,107.5,109.75,1974900,105.76
10/28/2011,109.35,109.9,106.7,107.45,1212500,103.55
10/26/2011,109.5,109.55,107.3,107.65,456500,103.74
10/25/2011,106.9,108.95,104.4,108.6,2155300,104.66
10/24/2011,106.6,108.6,105.1,105.75,2087500,101.91
10/21/2011,108,109.4,106.1,106.6,4743600,102.73
10/20/2011,108,109.2,105.5,107.8,2966900,103.88
10/19/2011,105.9,109.65,105.7,108.9,3805000,104.94
10/18/2011,104,106.95,102.65,105.2,3178000,101.38
10/17/2011,107.5,108.3,104.1,104.7,4333700,100.9
10/14/2011,100.25,106.95,99.35,106.4,7219800,102.54
10/13/2011,100,101.7,98.85,99.6,2042000,95.98
10/12/2011,99,100.8,97.15,100.1,1931700,96.46
10/11/2011,99,100.5,98.15,98.95,2654000,95.36
10/10/2011,97,98.7,94.7,97.9,2594400,94.34
10/7/2011,96.35,97.6,95.2,96.4,2539100,92.9
10/5/2011,99.1,100.5,94.05,94.4,3806400,90.97
10/4/2011,99.8,102.7,97.6,98.8,4437200,95.21
10/3/2011,98.5,100.5,97.2,99.65,2520600,96.03
9/30/2011,97,100.25,96.35,98.45,2342300,94.87
9/29/2011,98.1,98.9,96.3,97.05,1920900,93.53
9/28/2011,99.3,101.95,96.75,98.9,4530200,95.31
9/27/2011,98.5,101.65,98.5,99.35,4700600,95.74
9/26/2011,94.65,98.7,90.5,97.8,5204300,94.25
9/23/2011,94.6,97,91.75,93.85,5500700,90.44
9/22/2011,97.4,100.4,94.3,95.3,11213900,91.84
9/21/2011,93.3,99.8,92.35,98.15,8422100,94.59
9/20/2011,91.4,93.9,91.4,93.2,1423000,89.81
9/19/2011,91.85,93.25,90.7,91.4,1090300,88.08
9/16/2011,94.3,94.7,91.85,92.45,2478200,89.09
9/15/2011,91.1,94.4,91.1,93.85,2513500,90.44
9/14/2011,90.5,93.25,89.1,92.15,3171200,88.8
9/13/2011,94.1,95.5,89.9,90.45,3932500,87.16
9/12/2011,91.9,96.4,89.65,93.5,7642700,90.1
9/9/2011,85.6,93.9,85.55,92.2,10275100,88.85
9/8/2011,83.2,85.95,82.6,85.25,2596700,82.15
9/7/2011,83.3,84.35,82,82.7,1032000,79.7
9/6/2011,83.7,84.95,80.1,82.85,1777200,79.84
9/5/2011,80.85,84.5,79.3,84,1977700,80.95
9/2/2011,79.15,81.95,77.5,81.15,1581400,78.2
8/30/2011,77.25,79,76.75,78.85,1793100,75.99
8/29/2011,72.05,76.5,72.05,76.3,1621100,73.53
8/26/2011,76,77.15,71,71.7,1323700,69.1
8/25/2011,75,76.75,73.2,76.3,1532900,73.53
8/24/2011,74.2,76.2,73,74.5,1757500,71.79
8/23/2011,71.1,73.9,70.55,73.65,1913400,70.97
8/22/2011,68,71.1,66.4,70.55,1866900,67.99
8/19/2011,63.1,69.8,61.75,67.75,4134600,65.29
8/18/2011,72.4,72.85,64.5,65.4,3673900,63.02
8/17/2011,72.45,74.45,70,72.2,1430800,69.58
8/16/2011,78.6,78.6,72.1,72.8,1178600,70.16
8/12/2011,78.9,79.2,76.55,77.1,885000,74.3
8/11/2011,75.75,79.3,75.25,77.6,2295100,74.78
8/10/2011,75.9,77.9,75.3,76.15,1222500,73.38
8/9/2011,70,78.9,70,74.25,3333600,71.55
8/8/2011,75.3,78.1,74,75.55,2198300,72.81
8/5/2011,81.15,81.15,74.55,79.05,2575600,76.18
8/4/2011,84.25,85.55,82,83,1333500,79.99
8/3/2011,84,84.85,82.2,84.05,2133000,81
8/2/2011,88.7,88.85,83.65,85.35,1409300,82.25
8/1/2011,87.95,90.5,87.8,88.95,2605000,85.72
7/29/2011,90.8,91.95,87.05,87.6,4157200,84.42
7/28/2011,86.8,93.7,83.25,90.4,15301900,87.12
7/27/2011,86,87.8,85.2,87.25,1426500,84.08
7/26/2011,87.2,88.05,84.85,85.55,999100,82.44
